NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,ORTG,DRTG,TOPG,eFG%
Cristiano Felicio,Chi,C,25,55,17.8,37,13.6,0.177,81,0.667,213,3.872727273,0.596,2.308145455,2,0.036363636,0,0,3.909090909,2.308145455,0.591,0.614,5.6,4.2,12.8,1,8.4,0.29,0.2,6.4,0.982309091,16.22694558,12.17020918,114.8,103.4,0.98,0.590455814
D.J. Augustin,Orl,PG,30,75,23.5,48.9,18.6,0.164,189,0.868,268,3.573333333,0.485,1.733066667,272,3.626666667,0.419,1.519573333,7.2,3.25264,0.557,0.615,10.2,2.1,5,3.8,24.4,0.71,0,7.4,2.18736,20.47356377,15.35517283,116.4,110.3,1.63,0.557281481
D.J. Wilson,Mil,PF,21,22,3.2,6.7,13.3,0.192,2,0.5,11,0.5,0.636,0.318,5,0.227272727,0.4,0.090909091,0.727272727,0.408909091,0.625,0.622,1,0.5,8.2,0.1,6.1,0.14,0.05,4.6,0.045454545,5.196202742,3.897152057,,,0.18,0.62475
Dakari Johnson,Okc,C,22,31,5.2,10.8,13.5,0.059,20,0.55,39,1.258064516,0.564,0.709548387,0,0,0,0,1.258064516,0.709548387,0.564,0.575,1.8,1.1,11.7,0.3,7.2,0.19,0.26,6.5,0.35483871,13.52037917,10.14028438,126.8,93.2,0.1,0.564
Damian Jones,Gol,C,22,15,5.9,12.3,14,0.142,5,0.6,22,1.466666667,0.5,0.733333333,0,0,0,0,1.466666667,0.733333333,0.5,0.517,1.7,0.9,8.8,0.1,2.9,0.07,0.2,3.6,0.2,6.696821281,5.02261596,99,97.8,0.27,0.5
Damian Lillard,Por,PG,27,73,36.6,76.2,30.6,0.111,538,0.916,786,10.76712329,0.501,5.394328767,629,8.616438356,0.361,3.110534247,19.38356164,8.504863014,0.519,0.594,26.9,4.5,6.6,6.6,30.9,1.05,0.37,10.1,6.750794521,31.02123001,23.26592251,120.3,106.5,2.82,0.51900318
Damien Wilkins,Ind,SG,38,19,8,16.7,13.4,0.109,4,0.75,21,1.105263158,0.429,0.474157895,18,0.947368421,0.222,0.210315789,2.052631579,0.684473684,0.385,0.405,1.7,0.8,5.9,0.5,7.7,0.11,0.05,4.4,0.157894737,3.671430157,2.753572618,89.3,110.2,0.26,0.384692307
Damion Lee,Atl,SG,25,15,27,56.2,19.3,0.078,29,0.759,92,6.133333333,0.511,3.134133333,60,4,0.25,1,10.13333333,4.134133333,0.457,0.489,10.7,4.7,9.8,1.9,11.2,1.27,0.07,6.8,1.4674,16.24430499,12.18322875,100.7,106.2,0.93,0.45731579
Damyean Dotson,Nyk,SG,23,44,10.8,22.4,17.3,0.09,23,0.696,93,2.113636364,0.538,1.137136364,68,1.545454545,0.324,0.500727273,3.659090909,1.637863636,0.516,0.532,4.1,1.9,9.8,0.7,9.5,0.27,0.05,6.5,0.363818182,13.82219058,10.36664294,106,106.7,0.39,0.516037267
D'Angelo Russell,Bro,PG,21,48,25.7,53.5,30.8,0.168,131,0.74,394,8.208333333,0.477,3.915375,278,5.791666667,0.324,1.8765,14,5.791875,0.481,0.509,15.5,3.9,8.1,5.2,35.8,0.75,0.35,10.6,2.019583333,24.9292595,18.69694463,97.8,106.4,3.06,0.480723214
Daniel Hamilton,Okc,SG,22,6,4.6,9.6,20.1,0.154,0,0,6,1,0.5,0.5,5,0.833333333,0.4,0.333333333,1.833333333,0.833333333,0.545,0.545,2,0.8,10,1.3,44.8,0.17,0,11.1,0,18.91384546,14.18538409,118.1,101.9,0.33,0.545454545
Daniel Theis,Bos,PF,25,63,14.9,30.9,15.5,0.172,81,0.753,175,2.777777778,0.617,1.713888889,58,0.920634921,0.31,0.285396825,3.698412698,1.999285714,0.579,0.616,5.3,4.3,16,0.9,9.1,0.48,0.76,7.3,0.968142857,20.617507,15.46313025,117.3,87.2,0.89,0.57916309
Danilo Gallinari,Lac,SF,29,21,32,66.6,20.6,0.081,87,0.931,145,6.904761905,0.455,3.141666667,111,5.285714286,0.324,1.712571429,12.19047619,4.854238095,0.469,0.545,15.3,4.8,8.3,2,8.9,0.57,0.48,6.6,3.857,18.26610409,13.69957807,110.7,109.6,1.24,0.468441406
Danny Green,San,SG,30,70,25.6,53.3,16.6,0.112,65,0.769,241,3.442857143,0.419,1.442557143,320,4.571428571,0.363,1.659428571,8.014285714,3.101985714,0.49,0.509,8.6,3.6,7.7,1.6,8.9,0.9,1.14,5.7,0.714071429,14.95919808,11.21939856,100.5,101.2,1.06,0.490586453
Dante Cunningham,Nor,SF,30,51,21.9,45.6,10,0.062,36,0.556,117,2.294117647,0.547,1.254882353,108,2.117647059,0.324,0.686117647,4.411764706,1.941,0.518,0.525,5,3.8,9.4,0.5,3,0.53,0.31,3.9,0.392470588,10.25336386,7.690022898,110.5,106,0.31,0.51772
Dante Cunningham,Bro,SF,30,22,20.3,42.3,15.8,0.104,16,0.688,79,3.590909091,0.532,1.910363636,60,2.727272727,0.383,1.044545455,6.318181818,2.954909091,0.55,0.561,7.5,4.8,12.5,1,7.6,0.55,0.64,6.5,0.500363636,17.58149327,13.18611995,110.7,104.7,0.77,0.550345324
Dante Exum,Uta,PG,22,14,16.8,34.9,23.1,0.166,31,0.806,69,4.928571429,0.536,2.641714286,18,1.285714286,0.278,0.357428571,6.214285714,2.999142857,0.511,0.566,8.1,1.9,6.3,3.1,29.8,0.57,0.21,8.6,1.784714286,22.5705277,16.92789577,110.1,99.4,1.43,0.51137931
Danuel House,Pho,SG,24,23,17.5,36.5,16.2,0.072,31,0.806,71,3.086956522,0.577,1.781173913,58,2.52173913,0.259,0.653130435,5.608695652,2.434304348,0.492,0.533,6.6,3.3,10.1,1.1,9.4,0.3,0.26,6.6,1.086347826,15.28219519,11.46164639,110.7,110.6,0.48,0.492248062
Dario Saric,Phi,PF,23,78,29.6,61.7,20.9,0.131,207,0.86,491,6.294871795,0.501,3.153730769,399,5.115384615,0.393,2.010346154,11.41025641,5.164076923,0.541,0.582,14.6,6.7,12.1,2.6,13,0.65,0.26,8.6,2.282307692,22.07414001,16.555605,113.1,102.3,1.9,0.540675843
Darius Miller,Nor,SF,27,82,23.7,49.4,12.8,0.101,67,0.866,129,1.573170732,0.535,0.841646341,358,4.365853659,0.411,1.794365854,5.93902439,2.636012195,0.594,0.617,7.8,2,4.6,1.4,7.5,0.34,0.21,4.7,0.707585366,12.86193631,9.646452236,115,106.5,0.71,0.594911704
Darrell Arthur,Den,PF,29,19,7.4,15.4,19.6,0.237,3,0.667,24,1.263157895,0.583,0.736421053,23,1.210526316,0.348,0.421263158,2.473684211,1.157684211,0.553,0.559,2.8,0.8,6,0.5,9.4,0.42,0.16,5.6,0.105315789,13.78797406,10.34098054,89.6,97,0.79,0.553148936
Darren Collison,Ind,PG,30,69,29.3,60.9,17.4,0.109,144,0.882,433,6.275362319,0.508,3.187884058,205,2.971014493,0.468,1.390434783,9.246376812,4.578318841,0.571,0.61,12.4,2.6,5,5.3,26.4,1.33,0.22,7.6,1.840695652,22.21603392,16.66202544,126.2,106.7,1.25,0.570335423
Darrun Hilliard,San,SG,24,14,6.8,14.2,12.2,0.153,7,0.857,13,0.928571429,0.385,0.3575,6,0.428571429,0,0,1.357142857,0.3575,0.263,0.362,1.1,0.5,4.1,0.8,15.2,0.14,0,4.5,0.4285,3.013728707,2.26029653,83.8,102.8,0.29,0.263421053
David Nwaba,Chi,PG,25,70,23.5,49,15.6,0.131,203,0.655,371,5.3,0.496,2.6288,52,0.742857143,0.346,0.257028571,6.042857143,2.885828571,0.499,0.542,7.9,4.7,10.6,1.5,9.4,0.84,0.41,6.5,1.8995,16.59561962,12.44671472,107.2,103.4,1.1,0.498827423
David Stockton,Uta,G,26,3,3.1,6.5,27.9,0.174,4,1,0,0,0,0,3,1,0.667,0.667,1,0.667,1,1.05,3.3,0,0,0,0,0,0,0,1.333333333,0,0,,,0.33,1.0005
David West,Gol,PF,37,73,13.7,28.5,21.7,0.162,79,0.759,370,5.068493151,0.576,2.919452055,8,0.109589041,0.375,0.04109589,5.178082192,2.960547945,0.575,0.6,6.8,3.3,13.3,1.9,20.5,0.64,1.03,10.2,0.821383562,27.94518319,20.95888739,113.6,97.5,1.1,0.575714286
Davis Bertans,San,PF,25,77,14.1,29.4,17.4,0.085,49,0.816,114,1.480519481,0.588,0.870545455,252,3.272727273,0.373,1.220727273,4.753246753,2.091272727,0.568,0.588,5.9,2,7.8,1,10.3,0.34,0.36,6.5,0.519272727,16.81449896,12.61087422,115.2,99.8,0.47,0.568377049
Davon Reed,Pho,SG,22,21,11.5,24,16,0.11,12,0.667,38,1.80952381,0.289,0.522952381,38,1.80952381,0.289,0.522952381,3.619047619,1.045904762,0.362,0.388,3,1.9,8.6,0.6,7.6,0.48,0.1,5.2,0.381142857,7.613212682,5.709909511,79.8,107.9,0.48,0.36125
De'Aaron Fox,Sac,PG,20,73,27.7,57.8,23.4,0.164,195,0.723,644,8.821917808,0.436,3.846356164,153,2.095890411,0.307,0.643438356,10.91780822,4.489794521,0.441,0.478,11.6,2.8,5.7,4.4,24.6,0.96,0.27,7.5,1.93130137,17.5201648,13.1401236,94.6,107.8,2.37,0.440703262
DeAndre' Bembry,Atl,SF,23,26,17.5,36.5,18.2,0.248,33,0.576,98,3.769230769,0.429,1.617,30,1.153846154,0.367,0.423461538,4.923076923,2.040461538,0.457,0.477,5.2,2.8,8.8,1.9,15.9,0.81,0.46,6.9,0.731076923,15.01872554,11.26404415,83.5,104,1.81,0.457476562
DeAndre Jordan,Lac,C,29,77,31.5,65.6,15.2,0.161,312,0.58,578,7.506493506,0.645,4.841688312,0,0,0,0,7.506493506,4.841688312,0.645,0.648,12,15.2,26.5,1.5,7.1,0.51,0.92,8.2,2.35012987,25.71132031,19.28349023,125,99.4,1.78,0.645
DeAndre Liggins,Mil,SG,29,31,15.5,32.3,7.5,0.162,5,0.4,29,0.935483871,0.379,0.354548387,36,1.161290323,0.306,0.355354839,2.096774194,0.709903226,0.423,0.424,1.8,1.6,6,0.9,7.2,0.87,0.32,3.5,0.064516129,7.477788915,5.608341686,88.2,100.2,0.42,0.423307692
DeAndre Liggins,Nor,SG,29,27,9,18.8,8.5,0.146,0,0,24,0.888888889,0.417,0.370666667,17,0.62962963,0.471,0.296555556,1.518518519,0.667222222,0.537,0.537,1.6,1,5.8,0.8,10.7,0.37,0.15,4.8,0,8.810693535,6.608020151,106.6,104.3,0.26,0.537036585
Dejounte Murray,San,PG,21,81,21.5,44.8,20.7,0.166,148,0.709,575,7.098765432,0.454,3.222839506,34,0.419753086,0.265,0.111234568,7.518518519,3.334074074,0.451,0.485,8.1,5.7,14.6,2.9,20.2,1.2,0.38,9.5,1.29545679,21.00411982,15.75308986,99.1,95.6,1.65,0.450845649
Delon Wright,Tor,PG,25,69,20.8,43.3,17.2,0.139,117,0.829,278,4.028985507,0.522,2.103130435,154,2.231884058,0.364,0.812405797,6.260869565,2.915536232,0.53,0.574,8,2.9,7.7,2.9,19.6,1.04,0.48,7.8,1.405695652,20.52242386,15.39181789,116.2,103.9,1.13,0.530555556
DeMar DeRozan,Tor,SG,28,80,33.9,70.6,29.6,0.096,559,0.825,1125,14.0625,0.494,6.946875,287,3.5875,0.31,1.112125,17.65,8.059,0.488,0.555,23,3.9,6.5,5.2,25,1.06,0.28,9.2,5.7646875,27.15762174,20.36821631,114.3,105.6,2.2,0.488105524
DeMarcus Cousins,Nor,C,27,48,36.2,75.4,31.9,0.189,394,0.746,570,11.875,0.53,6.29375,294,6.125,0.354,2.16825,18,8.462,0.53,0.583,25.2,12.9,19.3,5.4,23,1.65,1.58,13.3,6.123416667,36.0247204,27.0185403,104.5,95.9,5.04,0.530340278
DeMarre Carroll,Bro,SF,31,73,29.9,62.2,19.8,0.103,246,0.764,394,5.397260274,0.457,2.466547945,391,5.356164384,0.371,1.987136986,10.75342466,4.453684932,0.506,0.55,13.5,6.6,11.7,2,10.5,0.81,0.41,7.5,2.574575342,19.58249216,14.68686912,109.3,105.3,1.41,0.506559873
Demetrius Jackson,Hou,PG,23,12,5.2,10.8,17,0.417,0,0,8,0.666666667,0.5,0.333333333,6,0.5,0,0,1.166666667,0.333333333,0.286,0.286,0.7,0.9,9.9,0.4,10.8,0.33,0.08,4.9,0,2.88240904,2.16180678,55.5,97.6,0.83,0.285714285
Demetrius Jackson,Phi,PG,23,3,5.8,12.1,14.4,0.17,2,0.5,3,1,0.667,0.667,1,0.333333333,1,0.333333333,1.333333333,1.000333333,0.875,0.82,2.7,0.3,3.1,1.3,34.1,0.33,0,7,0.333333333,22.97400665,17.23050499,150,105.9,0.33,0.87525
Dennis Schroder,Atl,PG,24,67,31,64.6,30.4,0.127,265,0.849,884,13.19402985,0.48,6.333134328,262,3.910447761,0.29,1.134029851,17.10447761,7.467164179,0.469,0.515,19.4,3.1,5.6,6.2,36.3,1.07,0.09,9.3,3.357985075,25.11991778,18.83993834,104.2,108,2.73,0.469712042
Dennis Smith Jr.,Dal,PG,20,69,29.7,61.9,28.9,0.149,193,0.694,685,9.927536232,0.435,4.318478261,339,4.913043478,0.313,1.537782609,14.84057971,5.85626087,0.446,0.473,15.2,3.8,7,5.2,29.5,1.03,0.26,9,1.941188406,20.22883337,15.17162503,93.7,105.3,2.81,0.446421387
Denzel Valentine,Chi,SG,24,77,27.2,56.7,17.5,0.118,51,0.745,351,4.558441558,0.45,2.051298701,370,4.805194805,0.386,1.854805195,9.363636364,3.906103896,0.517,0.527,10.2,5.1,10.1,3.2,17.8,0.84,0.14,8.1,0.493441558,17.59951217,13.19963413,104.6,104.2,1.29,0.516199723
Derrick Favors,Uta,PF,26,77,28,58.3,18.5,0.099,215,0.651,639,8.298701299,0.596,4.946025974,63,0.818181818,0.222,0.181636364,9.116883117,5.127662338,0.573,0.593,12.3,7.2,14.6,1.3,7.8,0.7,1.06,6.9,1.817727273,21.79021903,16.34266428,119.2,99.1,1.14,0.572397436
Derrick Jones Jr.,Pho,SF,20,6,5.5,11.5,9.8,0.131,6,0.833,2,0.333333333,1,0.333333333,2,0.333333333,0,0,0.666666667,0.333333333,0.5,0.678,1.5,0.7,6.5,0.5,12.3,0.17,0.67,5.9,0.833,15.28370838,11.46278128,140.6,111.8,0.17,0.499999999
Derrick Jones Jr.,Mia,SF,20,14,15.2,31.6,13.3,0.095,18,0.611,33,2.357142857,0.485,1.143214286,16,1.142857143,0.188,0.214857143,3.5,1.358071429,0.418,0.457,3.7,2.4,9,0.4,4,0.21,0.64,4,0.785571429,9.105038835,6.828779126,103.1,102,0.43,0.418714286
Derrick Rose,Cle,PG,29,16,19.2,40.1,25.6,0.157,41,0.854,108,6.75,0.481,3.24675,24,1.5,0.25,0.375,8.25,3.62175,0.462,0.523,9.8,1.8,5.3,1.6,13,0.19,0.25,6.3,2.188375,16.90739635,12.68054726,97.6,112.9,1.75,0.461727273
Derrick Rose,Min,PG,29,9,12.4,25.8,25,0.111,5,1,48,5.333333333,0.458,2.442666667,6,0.666666667,0.167,0.111333333,6,2.554,0.435,0.463,5.8,0.7,3.1,1.2,15.3,0.44,0,5.5,0.555555556,13.01762722,9.763220414,94.1,115.1,0.78,0.434944444
Derrick Walton Jr.,Mia,PG,22,16,9.2,19.2,9,0.067,6,1,8,0.5,0.125,0.0625,17,1.0625,0.412,0.43775,1.5625,0.50025,0.46,0.525,1.8,1,6.1,1,14.6,0.44,0.19,5.3,0.375,10.22080318,7.665602388,123.2,105.6,0.13,0.46024
Derrick White,San,PG,23,17,8.2,17,15.4,0.126,20,0.7,20,1.176470588,0.4,0.470588235,13,0.764705882,0.615,0.470294118,1.941176471,0.940882353,0.606,0.646,3.2,1.5,10.4,0.5,9.3,0.24,0.18,6.5,0.823529412,16.22103679,12.16577759,123,101.8,0.35,0.605833333
Derrick Williams,Lal,SF,26,2,4.3,8.9,20,0,0,0,2,1,0.5,0.5,2,1,0,0,2,0.5,0.25,0.25,1,0.5,6.3,0,0,0,0,0,0,0,0,55.2,114.2,0,0.25
Devin Booker,Pho,SG,21,54,34.5,72,31.7,0.139,328,0.878,670,12.40740741,0.46,5.707407407,384,7.111111111,0.383,2.723555556,19.51851852,8.430962963,0.501,0.561,24.9,4.5,7,4.7,24.4,0.87,0.26,9.4,5.333037037,27.59352452,20.69514339,105.5,107.7,3.59,0.50171537
Devin Harris,Dal,PG,34,44,18.3,38.2,21.6,0.128,112,0.83,159,3.613636364,0.465,1.680340909,125,2.840909091,0.352,1,6.454545455,2.680340909,0.493,0.56,8.5,1.9,5.9,1.9,16.4,0.75,0.18,6.8,2.112727273,18.85532561,14.1414942,107.2,99,1.11,0.492728873
Devin Harris,Den,PG,34,27,19.7,41.1,18.2,0.121,58,0.845,68,2.518518519,0.5,1.259259259,102,3.777777778,0.343,1.295777778,6.296296296,2.555037037,0.509,0.568,8.2,1.6,4.4,2.5,17.7,0.56,0.15,6.5,1.815185185,17.33616759,13.00212569,114.9,104.7,1,0.5087
Devin Robinson,Was,SF,22,1,13.2,27.5,10,0,0,0,3,3,0.333,0.999,0,0,0,0,3,0.999,0.333,0.333,2,5,21.4,0,0,1,0,0,0,0,0,103.4,90.4,0,0.333
Dewayne Dedmon,Atl,C,28,62,24.9,51.8,17,0.143,86,0.779,336,5.419354839,0.595,3.224516129,141,2.274193548,0.355,0.80733871,7.693548387,4.031854839,0.577,0.599,10,7.9,17.7,1.5,9.2,0.65,0.82,7.9,1.080548387,22.12318319,16.59238739,111.8,99.6,1.39,0.576525157
Deyonta Davis,Mem,C,21,62,15.2,31.7,15.3,0.097,57,0.667,265,4.274193548,0.608,2.598709677,0,0,0,0,4.274193548,2.598709677,0.608,0.621,5.8,4,15.3,0.6,7.1,0.24,0.63,6.3,0.613209677,19.27972755,14.45979566,122.4,99.7,0.5,0.608
Dillon Brooks,Mem,SF,22,82,28.7,59.7,18.5,0.128,166,0.747,508,6.195121951,0.484,2.998439024,264,3.219512195,0.356,1.146146341,9.414634146,4.144585366,0.501,0.531,11,3.1,6.3,1.6,9.3,0.89,0.21,5.3,1.512219512,14.45905058,10.84428794,100.5,105.8,1.51,0.501098446
Dion Waiters,Mia,SG,26,30,30.6,63.7,25,0.137,69,0.739,240,8,0.463,3.704,170,5.666666667,0.306,1.734,13.66666667,5.438,0.461,0.487,14.3,2.6,4.7,3.8,19.8,0.77,0.3,6.8,1.6997,16.66965008,12.50223756,94.7,105.5,2.33,0.461341463
Dirk Nowitzki,Dal,PF,39,77,24.7,51.4,20.5,0.06,108,0.898,421,5.467532468,0.494,2.700961039,337,4.376623377,0.409,1.790038961,9.844155844,4.491,0.547,0.575,12,5.7,12.8,1.6,10.4,0.56,0.58,7.7,1.259532468,21.3040963,15.97807222,112.5,102.8,0.66,0.547128628
Domantas Sabonis,Ind,PF,21,74,24.5,51,22.1,0.153,224,0.75,624,8.432432432,0.524,4.418594595,37,0.5,0.351,0.1755,8.932432432,4.594094595,0.524,0.567,11.6,7.7,17.8,2,12.7,0.54,0.43,9.2,2.27027027,23.60977529,17.70733147,110.4,96.6,1.85,0.52413994
Donovan Mitchell,Uta,SG,21,79,33.4,69.6,29.1,0.126,297,0.805,812,10.27848101,0.502,5.159797468,550,6.962025316,0.34,2.367088608,17.24050633,7.526886076,0.506,0.541,20.5,3.7,6.4,3.7,19.4,1.49,0.34,7.8,3.026392405,23.51661687,17.63746265,103.3,99.3,2.73,0.505230543
Dorian Finney-Smith,Dal,PF,24,21,21.3,44.5,15.1,0.141,15,0.733,54,2.571428571,0.481,1.236857143,67,3.19047619,0.299,0.953952381,5.761904762,2.190809524,0.463,0.482,5.9,3.6,9.3,1.2,8.4,0.48,0.19,5.5,0.523571429,11.19609757,8.397073177,96.2,103.3,1,0.463004132
Doug McDermott,Nyk,SF,26,55,21.3,44.4,14.4,0.088,53,0.755,191,3.472727273,0.513,1.781509091,137,2.490909091,0.387,0.963981818,5.963636364,2.745490909,0.541,0.562,7.2,2.4,6.3,0.9,6,0.18,0.22,4.7,0.727545455,12.0378533,9.028389978,111.3,111,0.62,0.541193597
Doug McDermott,Dal,SF,26,26,22.9,47.8,16.3,0.103,28,0.857,101,3.884615385,0.465,1.806346154,79,3.038461538,0.494,1.501,6.923076923,3.307346154,0.586,0.611,9,2.5,6.1,1.1,7.5,0.35,0.15,5.1,0.922923077,14.99836504,11.24877378,112,105.9,0.85,0.586133333
Dragan Bender,Pho,PF,20,82,25.2,52.6,12.7,0.181,51,0.765,162,1.975609756,0.426,0.841609756,322,3.926829268,0.366,1.437219512,5.902439024,2.278829268,0.508,0.524,6.5,4.4,9.3,1.6,8.9,0.27,0.65,5.7,0.475792683,12.15482808,9.116121057,95.6,108.5,1.37,0.507830578
Draymond Green,Gol,PF,27,70,32.7,68.1,17.2,0.225,173,0.775,363,5.185714286,0.562,2.914371429,256,3.657142857,0.301,1.1008,8.842857143,4.015171429,0.516,0.556,11,7.6,13.1,7.3,29,1.34,1.3,10.4,1.915357143,24.57794788,18.43346091,110,101.4,2.89,0.516300485
Dwayne Bacon,Cha,SG,22,53,13.5,28,13.7,0.102,25,0.8,149,2.811320755,0.409,1.149830189,43,0.811320755,0.256,0.207698113,3.622641509,1.357528302,0.404,0.431,3.3,2.3,9.4,0.7,7.5,0.3,0.04,5.2,0.377358491,8.314652242,6.235989181,87.9,104,0.43,0.403401042
Dwight Buycks,Det,PG,28,29,14.7,30.7,26.4,0.153,41,0.878,153,5.275862069,0.438,2.310827586,45,1.551724138,0.333,0.516724138,6.827586207,2.827551724,0.452,0.498,7.4,1.4,5.3,2,22.3,0.66,0.07,7.5,1.241310345,18.46472974,13.8485473,97.3,101.6,1.34,0.451977273
Dwight Howard,Cha,C,32,81,30.4,63.4,24.2,0.151,582,0.574,904,11.16049383,0.559,6.238716049,7,0.086419753,0.143,0.012358025,11.24691358,6.251074074,0.556,0.577,16.6,12.5,22.2,1.3,7.1,0.59,1.62,8.5,4.124296296,28.2945539,21.22091542,108.2,97.2,2.57,0.556352909
Dwight Powell,Dal,C,26,79,21.2,44.1,15.5,0.103,185,0.719,346,4.379746835,0.656,2.873113924,84,1.063291139,0.333,0.354075949,5.443037975,3.227189873,0.626,0.656,8.5,5.6,14.7,1.2,8.5,0.85,0.41,7.3,1.683734177,22.1022395,16.57667963,129.8,98.5,0.75,0.625427907
Dwyane Wade,Cle,SG,36,46,23.2,48.4,24.3,0.157,134,0.701,365,7.934782609,0.479,3.80076087,70,1.52173913,0.329,0.500652174,9.456521739,4.301413043,0.482,0.519,11.2,3.9,9.5,3.5,23.3,0.91,0.7,9.2,2.042043478,22.50556115,16.87917086,102.5,105.7,2,0.481333333
Dwyane Wade,Mia,SG,36,21,22.3,46.4,30.6,0.15,55,0.745,206,9.80952381,0.447,4.384857143,41,1.952380952,0.22,0.42952381,11.76190476,4.814380952,0.427,0.465,12,3.4,8.5,3.1,23.9,0.9,0.71,9,1.951190476,20.93274718,15.69956039,90.6,100.7,2.29,0.427578947
Ed Davis,Por,PF,28,78,18.9,39.3,12.2,0.162,111,0.667,291,3.730769231,0.584,2.178769231,1,0.012820513,0,0,3.743589744,2.178769231,0.582,0.607,5.3,7.4,21.3,0.5,3.9,0.41,0.67,5.7,0.949192308,18.90529262,14.17896947,121.3,93,0.85,0.582
Edmond Sumner,Ind,PG,22,1,2.2,4.6,20.3,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2,1,25.7,0,0,0,0,0,0,0,0,,,0,1
Ekpe Udoh,Uta,PF,30,63,12.9,26.8,9.1,0.121,56,0.75,119,1.888888889,0.504,0.952,1,0.015873016,0,0,1.904761905,0.952,0.5,0.56,2.6,2.4,10.5,0.8,9.1,0.68,1.17,5.3,0.666666667,15.47240169,11.60430127,126.5,92.9,0.32,0.4998
Elfrid Payton,Orl,PG,23,44,28.6,59.5,21.8,0.183,114,0.632,391,8.886363636,0.545,4.843068182,67,1.522727273,0.373,0.567977273,10.40909091,5.411045455,0.547,0.564,13,4,7.6,6.3,35.4,1.45,0.36,9.6,1.637454545,25.23284964,18.92463723,109.3,105.7,2.59,0.547121179
Elfrid Payton,Pho,PG,23,19,29,60.4,22.1,0.188,54,0.685,184,9.684210526,0.467,4.522526316,25,1.315789474,0.2,0.263157895,11,4.785684211,0.447,0.481,11.8,5.3,9.7,6.2,33.7,1,0.32,10.1,1.946842105,21.38553604,16.03915203,97.5,106.1,2.84,0.447023924
Emeka Okafor,Nor,C,35,26,13.6,28.3,14.4,0.11,22,0.818,95,3.653846154,0.505,1.845192308,0,0,0,0,3.653846154,1.845192308,0.505,0.545,4.4,4.6,18.4,0.3,3.1,0.31,0.96,5.4,0.692153846,18.33801309,13.75350982,116.8,101.9,0.5,0.505
Emmanuel Mudiay,Den,PG,21,42,17.9,37.3,24.8,0.168,78,0.808,220,5.238095238,0.414,2.168571429,102,2.428571429,0.373,0.905857143,7.666666667,3.074428571,0.46,0.504,8.5,2.2,7,2.9,24.1,0.5,0.1,8.5,1.500571429,18.99136967,14.24352726,99.5,108.6,1.71,0.460090062
Emmanuel Mudiay,Nyk,PG,21,22,22.4,46.6,23.7,0.153,51,0.686,158,7.181818182,0.418,3.002,46,2.090909091,0.196,0.409818182,9.272727273,3.411818182,0.39,0.428,8.8,2.6,6.5,3.9,25.1,0.91,0.32,8,1.590272727,16.27707619,12.20780714,90.3,108.1,1.86,0.390039216
Enes Kanter,Nyk,C,25,71,25.8,53.7,21.9,0.133,184,0.848,711,10.01408451,0.594,5.948366197,2,0.028169014,0,0,10.04225352,5.948366197,0.592,0.63,14.1,11,23.6,1.5,9.4,0.51,0.52,9.5,2.197633803,29.38208657,22.03656493,122.1,99.8,1.72,0.592333801
Eric Bledsoe,Pho,PG,28,3,27.6,57.5,28.8,0.178,14,0.786,27,9,0.444,3.996,13,4.333333333,0.308,1.334666667,13.33333333,5.330666667,0.45,0.509,15.7,2.3,4.5,3,17.9,1.33,0.67,6.9,3.668,21.14020623,15.85515467,93.8,110,3.33,0.44985
Eric Bledsoe,Mil,PG,28,71,31.5,65.7,26,0.16,304,0.793,602,8.478873239,0.55,4.663380282,347,4.887323944,0.349,1.705676056,13.36619718,6.369056338,0.54,0.585,17.8,3.9,7.2,5.1,26,2.04,0.56,9,3.395380282,27.42555437,20.56916578,109.3,104.7,2.9,0.540310327
Eric Gordon,Hou,SG,29,69,31.2,65,24.7,0.109,241,0.809,361,5.231884058,0.546,2.856608696,608,8.811594203,0.359,3.163362319,14.04347826,6.019971014,0.541,0.578,18,2.4,4.4,2.2,11.7,0.65,0.38,5.9,2.825637681,20.19129199,15.14346899,109.6,105.9,1.9,0.541294118
Eric Moreland,Det,PF,26,67,12,25,9.7,0.238,29,0.379,122,1.820895522,0.541,0.985104478,0,0,0,0,1.820895522,0.985104478,0.541,0.531,2.1,4.1,19.1,1.2,13.3,0.46,0.76,7.3,0.164044776,17.27255236,12.95441427,111.6,91.1,0.63,0.541
Erik McCree,Uta,SF,24,4,1.9,3.9,18,0.333,0,0,1,0.25,0,0,1,0.25,0,0,0.5,0,0,0,0,0.3,7.6,0,0,0.25,0,0,0,0,0,,,0.25,0
Ersan Ilyasova,Atl,PF,30,46,25.6,53.2,18,0.089,90,0.8,231,5.02173913,0.532,2.671565217,170,3.695652174,0.359,1.32673913,8.717391304,3.998304348,0.535,0.569,10.9,5.5,11.9,1.1,6.8,0.96,0.37,6.3,1.565217391,18.9564874,14.21736555,113.1,104.9,0.93,0.534755611
