NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,Tor%,FTAT,FTA,FTM,FT%,2PAT,2PA,2PM,2P%,3PAT,3PA,3PM,3P%,FGA,FGM,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TO,VI,ORTG,DRTG,PER_n,PER
Precious Achiuwa,Mia,F,21.66,61.00,12.10,25.20,19.50,13.50,110.00,1.80,0.92,0.51,227.00,3.72,2.03,0.55,1.00,0.02,0.00,0.00,3.74,2.03,0.54,0.55,5.00,3.40,16.10,0.50,6.10,0.33,0.46,0.70,6.70,106.80,99.70,15.77,11.83
Jaylen Adams,Mil,G,25.03,7.00,2.60,5.40,18.50,0.00,0.00,0.00,0.00,0.00,6.00,0.86,0.14,0.17,2.00,0.29,0.00,0.00,1.14,0.14,0.13,0.13,0.30,0.40,8.70,0.30,12.60,0.00,0.00,0.00,5.10,,,-15.95,-11.96
Steven Adams,Nor,C,27.83,58.00,27.70,57.60,11.70,17.70,135.00,2.33,1.03,0.44,305.00,5.26,3.26,0.62,3.00,0.05,0.00,0.00,5.31,3.26,0.61,0.60,7.60,8.90,17.40,1.90,9.10,0.93,0.66,1.36,7.30,119.70,107.80,16.50,12.38
Bam Adebayo,Mia,C-F,23.83,64.00,33.50,69.70,23.70,15.00,354.00,5.53,4.42,0.80,792.00,12.38,7.09,0.57,8.00,0.13,0.03,0.25,12.50,7.12,0.57,0.63,18.70,9.00,15.30,5.40,26.90,1.17,1.03,2.64,11.60,121.70,105.00,27.00,20.25
LaMarcus Aldridge,San,C-F,35.83,21.00,25.90,54.00,22.70,7.00,37.00,1.76,1.48,0.84,173.00,8.24,4.19,0.51,75.00,3.57,1.29,0.36,11.81,5.48,0.52,0.55,13.70,4.50,9.20,1.70,10.20,0.38,0.86,0.95,7.30,107.30,110.00,18.60,13.95
LaMarcus Aldridge,Bro,C-F,35.83,5.00,26.00,54.30,19.90,11.80,10.00,2.00,2.00,1.00,43.00,8.60,4.20,0.49,5.00,1.00,0.80,0.80,9.60,5.00,0.56,0.61,12.80,4.80,10.20,2.60,14.30,0.60,2.20,1.40,8.30,116.40,107.40,22.74,17.06
Ty-Shon Alexander,Pho,G,22.84,15.00,3.20,6.60,14.90,18.90,2.00,0.13,0.07,0.50,3.00,0.20,0.07,0.33,9.00,0.60,0.13,0.22,0.80,0.20,0.33,0.35,0.60,0.70,11.90,0.40,15.20,0.00,0.07,0.20,6.90,,,-3.15,-2.36
Nickeil Alexander-Walker,Nor,G,22.70,46.00,21.90,45.60,23.20,12.40,66.00,1.43,1.04,0.73,239.00,5.20,2.52,0.49,219.00,4.76,1.65,0.35,9.96,4.17,0.50,0.52,11.00,3.10,7.80,2.20,14.70,1.02,0.48,1.50,7.70,100.50,106.50,16.59,12.44
Grayson Allen,Mem,G,25.61,50.00,25.20,52.50,16.80,9.60,91.00,1.82,1.58,0.87,140.00,2.80,1.32,0.47,274.00,5.48,2.14,0.39,8.28,3.46,0.55,0.59,10.60,3.20,6.70,2.20,11.50,0.92,0.16,0.96,6.70,115.30,109.90,16.15,12.11
Jarrett Allen,Bro,C,23.07,12.00,26.60,55.50,15.50,19.30,61.00,5.08,3.83,0.75,65.00,5.42,3.67,0.68,0.00,0.00,0.00,0.00,5.42,3.67,0.68,0.73,11.20,10.40,21.60,1.70,8.30,0.58,1.58,1.83,8.80,134.40,106.60,24.61,18.45
Jarrett Allen,Cle,C,23.07,51.00,30.30,63.10,16.80,13.10,229.00,4.49,3.10,0.69,398.00,7.80,4.86,0.62,19.00,0.37,0.12,0.32,8.18,4.98,0.62,0.65,13.20,9.90,18.30,1.70,8.80,0.47,1.41,1.53,8.00,124.40,111.20,22.17,16.63
Al-Farouq Aminu,Orl,F,30.65,17.00,21.60,44.90,14.30,20.60,17.00,1.00,0.82,0.82,58.00,3.41,1.71,0.50,31.00,1.82,0.41,0.23,5.24,2.12,0.44,0.48,5.50,5.40,12.90,1.70,11.40,1.00,0.53,1.47,6.80,93.00,108.50,11.95,8.96
Al-Farouq Aminu,Chi,F,30.65,6.00,11.20,23.40,9.80,19.70,5.00,0.83,0.67,0.80,4.00,0.67,0.17,0.25,6.00,1.00,0.17,0.17,1.67,0.33,0.25,0.37,1.50,3.20,15.60,0.30,3.50,0.33,0.00,0.50,4.00,77.00,101.90,4.66,3.50
Kyle Anderson,Mem,F-G,27.66,69.00,27.40,57.00,18.50,10.40,184.00,2.67,2.09,0.78,397.00,5.75,3.10,0.54,261.00,3.78,1.36,0.36,9.54,4.46,0.54,0.58,12.40,5.70,11.10,3.60,18.30,1.22,0.83,1.25,9.30,117.20,106.70,21.58,16.19
Giannis Antetokounmpo,Mil,F,26.44,61.00,33.00,68.70,32.50,13.20,581.00,9.52,6.52,0.69,879.00,14.41,9.16,0.64,221.00,3.62,1.10,0.30,18.03,10.26,0.60,0.63,28.10,11.00,17.50,5.90,28.70,1.18,1.21,3.39,14.80,121.10,102.20,37.15,27.86
Kostas Antetokounmpo,Lal,F,23.49,15.00,3.70,7.80,20.80,41.20,13.00,0.87,0.40,0.46,10.00,0.67,0.20,0.30,0.00,0.00,0.00,0.00,0.67,0.20,0.30,0.38,0.80,1.30,19.10,0.10,2.30,0.13,0.27,0.73,5.10,,,-3.98,-2.99
Thanasis Antetokounmpo,Mil,F,28.83,57.00,9.70,20.10,15.30,21.30,49.00,0.86,0.44,0.51,108.00,1.89,1.05,0.56,29.00,0.51,0.12,0.24,2.40,1.18,0.52,0.52,2.90,2.20,11.80,0.80,10.30,0.39,0.18,0.75,7.10,103.30,100.50,10.54,7.91
Carmelo Anthony,Por,F,36.97,69.00,24.50,51.00,23.10,6.70,156.00,2.26,2.01,0.89,452.00,6.55,2.81,0.43,325.00,4.71,1.93,0.41,11.26,4.74,0.51,0.55,13.40,3.10,6.80,1.50,9.20,0.67,0.55,0.88,6.50,111.40,111.10,17.89,13.42
Cole Anthony,Orl,G,21.00,47.00,27.10,56.40,24.30,14.80,131.00,2.79,2.32,0.83,380.00,8.09,3.43,0.42,172.00,3.66,1.23,0.34,11.74,4.66,0.45,0.50,12.90,4.70,9.00,4.10,24.20,0.64,0.38,2.26,9.30,98.40,109.40,15.77,11.83
OG Anunoby,Tor,F,23.83,43.00,33.30,69.40,19.20,11.80,102.00,2.37,1.86,0.78,257.00,5.98,3.37,0.56,261.00,6.07,2.42,0.40,12.05,5.79,0.58,0.61,15.90,5.50,9.10,2.20,10.10,1.53,0.72,1.74,6.90,113.20,108.20,19.12,14.34
Ryan Arcidiacono,Chi,G,27.14,44.00,10.20,21.30,13.10,7.40,20.00,0.45,0.30,0.65,50.00,1.14,0.55,0.48,67.00,1.52,0.57,0.37,2.66,1.11,0.53,0.54,3.10,1.50,8.20,1.30,16.30,0.20,0.00,0.23,7.10,117.60,105.30,11.60,8.70
Trevor Ariza,Mia,F,35.88,30.00,28.00,58.40,15.10,7.50,44.00,1.47,1.13,0.77,98.00,3.27,1.63,0.50,143.00,4.77,1.67,0.35,8.03,3.30,0.52,0.54,9.40,4.80,9.80,1.80,9.40,1.00,0.60,0.70,6.20,111.00,107.10,14.54,10.91
D.J. Augustin,Mil,G,33.52,37.00,19.30,40.10,14.30,14.00,40.00,1.08,0.97,0.90,63.00,1.70,0.59,0.35,129.00,3.49,1.32,0.38,5.19,1.92,0.50,0.54,6.10,1.40,3.70,3.00,18.60,0.54,0.03,0.92,6.10,114.80,112.50,11.97,8.97
D.J. Augustin,Hou,G,33.52,20.00,20.80,43.40,21.00,15.10,54.00,2.70,2.45,0.91,63.00,3.15,1.50,0.48,88.00,4.40,1.70,0.39,7.55,3.20,0.54,0.60,10.60,2.20,5.60,3.90,28.30,0.40,0.00,1.55,8.60,118.20,115.20,18.77,14.08
Deni Avdija,Was,F,20.37,54.00,23.30,48.50,12.00,9.00,45.00,0.83,0.54,0.64,144.00,2.67,1.43,0.54,168.00,3.11,0.98,0.32,5.78,2.41,0.50,0.52,6.30,4.80,11.00,1.20,6.30,0.59,0.28,0.61,5.70,102.60,103.80,11.59,8.69
Deandre Ayton,Pho,C,22.82,69.00,30.60,63.80,18.20,11.80,173.00,2.51,1.93,0.77,667.00,9.67,6.18,0.64,20.00,0.29,0.06,0.20,9.96,6.23,0.63,0.65,14.40,10.50,19.50,1.40,6.80,0.59,1.17,1.48,7.80,127.10,102.80,23.54,17.65
Udoka Azubuike,Uta,C-F,21.66,15.00,3.80,7.90,12.40,18.30,10.00,0.67,0.53,0.80,9.00,0.60,0.27,0.44,0.00,0.00,0.00,0.00,0.60,0.27,0.44,0.60,1.10,0.90,12.10,0.00,0.00,0.07,0.27,0.20,0.00,,,5.78,4.33
Dwayne Bacon,Orl,G-F,25.71,72.00,25.70,53.60,19.80,5.30,176.00,2.44,2.01,0.82,519.00,7.21,3.24,0.45,207.00,2.88,0.82,0.29,10.08,4.06,0.44,0.49,10.90,3.10,6.30,1.30,7.90,0.61,0.07,0.63,5.50,101.70,112.80,12.56,9.42
Marvin Bagley III,Sac,F,22.18,43.00,25.90,53.90,23.50,9.70,134.00,3.12,1.79,0.58,382.00,8.88,4.89,0.55,108.00,2.51,0.86,0.34,11.40,5.75,0.54,0.55,14.10,7.40,15.90,1.00,5.80,0.49,0.49,1.37,7.30,108.90,110.50,19.82,14.87
LaMelo Ball,Cha,G,19.74,51.00,28.80,60.00,26.10,16.30,165.00,3.24,2.45,0.76,411.00,8.06,3.94,0.49,261.00,5.12,1.80,0.35,13.18,5.74,0.50,0.54,15.70,5.90,11.10,6.10,33.90,1.59,0.35,2.84,11.50,107.30,104.20,22.61,16.95
Lonzo Ball,Nor,G,23.55,55.00,31.80,66.20,20.50,14.50,64.00,1.16,0.91,0.78,245.00,4.45,2.15,0.48,455.00,8.27,3.13,0.38,12.73,5.27,0.54,0.55,14.60,4.80,8.20,5.70,25.40,1.49,0.56,2.24,9.30,109.80,109.50,19.29,14.47
Mo Bamba,Orl,C,23.01,46.00,15.80,32.80,21.90,10.10,66.00,1.43,0.98,0.68,183.00,3.98,2.26,0.57,118.00,2.57,0.83,0.32,6.54,3.09,0.54,0.56,8.00,5.80,19.00,0.80,8.10,0.30,1.26,0.80,8.40,110.30,101.70,22.51,16.89
Desmond Bane,Mem,G,22.89,68.00,22.30,46.50,16.10,10.20,49.00,0.72,0.59,0.82,228.00,3.35,1.72,0.51,271.00,3.99,1.72,0.43,7.34,3.44,0.59,0.60,9.20,3.10,7.30,1.70,10.60,0.62,0.24,0.87,6.50,114.70,107.50,15.59,11.69
Harrison Barnes,Sac,F,28.96,58.00,36.30,75.50,17.20,11.10,235.00,4.05,3.36,0.83,386.00,6.66,3.77,0.57,256.00,4.41,1.73,0.39,11.07,5.50,0.58,0.63,16.10,6.60,10.20,3.50,13.00,0.74,0.19,1.60,7.90,122.30,117.40,18.85,14.14
RJ Barrett,Nyk,F-G,20.92,72.00,34.90,72.70,23.40,10.50,276.00,3.83,2.86,0.75,750.00,10.42,4.76,0.46,309.00,4.29,1.72,0.40,14.71,6.48,0.50,0.54,17.60,5.80,8.90,3.00,13.80,0.74,0.28,1.93,7.70,106.20,104.70,16.77,12.58
Will Barton,Den,G,30.36,56.00,31.00,64.60,19.00,12.70,121.00,2.16,1.70,0.79,351.00,6.27,2.88,0.46,257.00,4.59,1.75,0.38,10.86,4.63,0.51,0.54,12.70,4.00,7.40,3.20,14.10,0.89,0.41,1.71,7.00,106.80,111.40,14.60,10.95
Keita Bates-Diop,San,F,25.31,30.00,8.20,17.00,14.80,8.40,21.00,0.70,0.47,0.67,50.00,1.67,0.83,0.50,17.00,0.57,0.17,0.29,2.23,1.00,0.49,0.52,2.60,1.60,10.70,0.40,6.60,0.37,0.17,0.23,5.80,105.60,109.90,11.40,8.55
Nicolas Batum,Lac,G-F,32.42,67.00,27.40,57.10,11.80,10.80,58.00,0.87,0.72,0.83,141.00,2.10,1.21,0.57,271.00,4.04,1.64,0.41,6.15,2.85,0.60,0.62,8.10,4.70,9.70,2.20,10.50,1.03,0.55,0.79,6.40,124.10,107.90,15.10,11.32
Aron Baynes,Tor,C-F,34.44,53.00,18.50,38.50,16.20,12.50,41.00,0.77,0.55,0.71,200.00,3.77,2.02,0.54,103.00,1.94,0.51,0.26,5.72,2.53,0.49,0.51,6.10,5.20,15.30,0.90,7.00,0.30,0.43,0.87,6.60,103.80,103.30,12.97,9.73
Kent Bazemore,Gol,G-F,31.88,67.00,19.90,41.50,16.30,16.10,78.00,1.16,0.81,0.69,208.00,3.10,1.51,0.49,184.00,2.75,1.12,0.41,5.85,2.63,0.55,0.56,7.20,3.40,9.10,1.60,11.10,1.03,0.49,1.22,6.80,101.30,100.50,14.83,11.12
Darius Bazley,Okc,F-G,20.93,55.00,31.20,64.90,22.00,13.70,178.00,3.24,2.27,0.70,404.00,7.35,3.45,0.47,286.00,5.20,1.51,0.29,12.55,4.96,0.46,0.49,13.70,7.20,12.00,1.80,8.90,0.53,0.45,2.22,7.20,92.40,112.90,13.17,9.88
Bradley Beal,Was,G,27.89,60.00,35.80,74.50,34.10,10.60,459.00,7.65,6.80,0.89,1009.00,16.82,9.00,0.54,373.00,6.22,2.17,0.35,23.03,11.17,0.53,0.59,31.30,4.70,7.00,4.40,21.30,1.15,0.37,3.12,9.70,113.30,110.50,29.07,21.80
Malik Beasley,Min,G,24.47,37.00,32.80,68.40,24.00,8.60,80.00,2.16,1.84,0.85,279.00,7.54,3.67,0.49,321.00,8.68,3.46,0.40,16.22,7.13,0.55,0.57,19.60,4.40,7.20,2.40,11.60,0.81,0.19,1.62,7.20,108.80,115.00,19.14,14.35
Jordan Bell,Was,F,26.36,5.00,13.40,28.00,14.20,13.00,0.00,0.00,0.00,0.00,18.00,3.60,1.40,0.39,2.00,0.40,0.00,0.00,4.00,1.40,0.35,0.35,2.80,3.80,15.00,1.00,9.40,0.60,0.60,0.60,6.60,85.60,106.30,9.56,7.17
Jordan Bell,Gol,F,26.36,1.00,14.70,30.60,11.30,25.80,2.00,2.00,1.00,0.50,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.17,1.00,5.00,18.10,2.00,15.80,0.00,2.00,1.00,5.90,69.90,97.80,8.22,6.16
DeAndre' Bembry,Tor,G-F,26.87,51.00,19.10,39.70,14.60,21.60,66.00,1.29,0.88,0.68,175.00,3.43,2.02,0.59,53.00,1.04,0.27,0.26,4.47,2.30,0.54,0.57,5.70,2.90,8.30,2.10,15.50,1.04,0.35,1.39,6.80,104.10,106.80,13.52,10.14
Davis Bertans,Was,F,28.51,57.00,25.70,53.50,15.90,5.90,115.00,2.02,1.76,0.87,50.00,0.88,0.42,0.48,428.00,7.51,2.97,0.40,8.39,3.39,0.58,0.62,11.50,3.00,6.10,0.90,4.40,0.58,0.23,0.58,4.90,119.80,108.10,15.54,11.65
Patrick Beverley,Lac,G,32.84,37.00,22.50,46.90,14.60,12.40,45.00,1.22,0.97,0.80,79.00,2.14,1.00,0.47,141.00,3.81,1.51,0.40,5.95,2.51,0.55,0.58,7.50,3.20,8.00,2.10,12.00,0.76,0.76,0.92,6.60,117.20,100.70,14.77,11.08
Saddiq Bey,Det,F,22.10,70.00,27.30,56.80,18.70,7.30,147.00,2.10,1.77,0.84,232.00,3.31,1.48,0.45,460.00,6.57,2.50,0.38,9.89,3.98,0.53,0.57,12.20,4.60,9.30,1.40,7.60,0.74,0.20,0.86,6.30,111.50,110.00,15.97,11.97
Tyler Bey,Dal,F,23.26,18.00,3.90,8.20,16.90,11.00,5.00,0.28,0.17,0.60,18.00,1.00,0.33,0.33,4.00,0.22,0.06,0.25,1.22,0.39,0.34,0.37,1.00,1.00,14.00,0.20,5.60,0.00,0.06,0.17,6.00,,,-0.57,-0.42
Khem Birch,Orl,C,28.63,48.00,19.80,41.30,12.20,8.50,85.00,1.77,1.31,0.74,188.00,3.92,1.88,0.48,21.00,0.44,0.08,0.19,4.35,1.96,0.46,0.52,5.30,5.10,13.20,1.10,8.00,0.67,0.58,0.48,6.30,119.50,109.80,14.29,10.72
Khem Birch,Tor,C,28.63,19.00,30.40,63.30,15.80,9.90,44.00,2.32,1.47,0.64,140.00,7.37,4.52,0.61,31.00,1.63,0.47,0.29,9.00,5.00,0.58,0.60,11.90,7.50,13.60,1.90,9.40,0.89,1.16,1.11,7.30,122.40,108.50,19.19,14.39
Goga Bitadze,Ind,C-F,21.83,45.00,12.50,26.00,18.00,7.10,61.00,1.36,1.00,0.74,115.00,2.56,1.40,0.55,79.00,1.76,0.44,0.25,4.31,1.84,0.48,0.52,5.10,3.30,14.50,0.80,8.90,0.20,1.33,0.38,7.60,115.30,99.40,18.80,14.10
Bismack Biyombo,Cha,C,28.72,66.00,20.40,42.60,11.50,19.80,105.00,1.59,0.71,0.45,241.00,3.65,2.15,0.59,1.00,0.02,0.00,0.00,3.67,2.15,0.59,0.57,5.00,5.30,13.90,1.20,8.30,0.26,1.12,1.08,6.20,111.50,105.60,13.12,9.84
Nemanja Bjelica,Sac,F,33.02,26.00,16.90,35.20,19.30,14.30,42.00,1.62,1.23,0.76,92.00,3.54,2.00,0.57,58.00,2.23,0.65,0.29,5.77,2.65,0.52,0.56,7.20,3.80,12.60,1.90,15.30,0.31,0.08,1.08,8.80,109.80,109.00,15.89,11.92
Nemanja Bjelica,Mia,F,33.02,11.00,14.20,29.60,15.90,9.10,9.00,0.82,0.45,0.56,19.00,1.73,0.91,0.53,27.00,2.45,0.91,0.37,4.18,1.82,0.54,0.55,5.00,2.50,9.90,1.80,18.70,0.64,0.27,0.45,8.00,116.00,99.20,16.19,12.14
Eric Bledsoe,Nor,G,31.44,71.00,29.70,62.00,18.50,12.10,195.00,2.75,1.89,0.69,376.00,5.30,2.62,0.50,355.00,5.00,1.71,0.34,10.30,4.33,0.50,0.53,12.20,3.40,6.30,3.80,17.30,0.77,0.34,1.58,7.30,107.80,112.20,14.85,11.14
Keljin Blevins,Por,G,25.48,17.00,4.40,9.20,14.40,20.00,0.00,0.00,0.00,0.00,12.00,0.71,0.18,0.25,8.00,0.47,0.12,0.25,1.18,0.29,0.30,0.30,0.70,0.60,7.10,0.20,6.70,0.12,0.00,0.29,4.00,66.20,109.20,-5.90,-4.42
Bojan Bogdanovic,Uta,F,32.08,72.00,30.80,64.10,22.80,10.90,265.00,3.68,3.24,0.88,464.00,6.44,3.14,0.49,461.00,6.40,2.50,0.39,12.85,5.64,0.54,0.59,17.00,3.90,6.70,1.90,9.10,0.63,0.06,1.78,6.50,113.10,107.40,17.32,12.99
Bogdan Bogdanovic,Atl,G,28.74,44.00,29.70,61.80,21.30,8.50,44.00,1.00,0.91,0.91,232.00,5.27,2.75,0.52,333.00,7.57,3.31,0.44,12.84,6.07,0.60,0.62,16.40,3.60,6.70,3.30,17.60,1.11,0.30,1.23,7.80,121.10,108.30,21.38,16.03
Bol Bol,Den,C-F,21.50,32.00,5.00,10.40,21.20,16.80,15.00,0.47,0.31,0.67,34.00,1.06,0.50,0.47,24.00,0.75,0.28,0.38,1.81,0.78,0.51,0.53,2.20,0.80,8.50,0.20,6.00,0.09,0.31,0.41,5.60,91.60,107.00,7.73,5.80
Marques Bolden,Cle,C,23.08,6.00,4.80,9.90,13.00,23.50,8.00,1.33,0.83,0.63,3.00,0.50,0.17,0.33,0.00,0.00,0.00,0.00,0.50,0.17,0.33,0.54,1.20,1.00,11.70,0.00,0.00,0.33,0.33,0.33,0.00,100.20,116.40,6.60,4.95
Jordan Bone,Orl,G,23.53,14.00,14.00,29.20,12.60,5.30,0.00,0.00,0.00,0.00,22.00,1.57,0.93,0.59,32.00,2.29,0.72,0.31,3.86,1.64,0.52,0.52,4.00,1.70,6.40,1.30,13.60,0.14,0.00,0.21,5.90,112.60,113.70,9.79,7.35
Isaac Bonga,Was,G,21.52,40.00,10.80,22.50,10.20,20.70,8.00,0.20,0.13,0.63,34.00,0.85,0.43,0.50,47.00,1.18,0.33,0.28,2.03,0.75,0.45,0.46,2.00,1.70,8.10,0.60,6.50,0.28,0.23,0.55,4.70,89.40,102.20,5.12,3.84
Devin Booker,Pho,G,24.54,67.00,33.90,70.60,32.70,12.40,392.00,5.85,5.07,0.87,916.00,13.67,7.42,0.54,371.00,5.54,1.88,0.34,19.21,9.31,0.53,0.59,25.60,4.20,7.00,4.30,20.60,0.79,0.24,3.09,9.10,110.10,107.60,24.36,18.27
Chris Boucher,Tor,F-C,28.35,60.00,24.20,50.40,20.60,6.70,193.00,3.22,2.53,0.79,325.00,5.42,3.30,0.61,235.00,3.92,1.50,0.38,9.33,4.80,0.60,0.63,13.60,6.70,15.30,1.10,7.00,0.58,1.85,0.77,7.70,127.20,103.30,26.22,19.66
Brian Bowen II,Ind,F-G,22.62,5.00,2.80,5.90,13.40,0.00,1.00,0.20,0.20,1.00,3.00,0.60,0.20,0.33,1.00,0.20,0.00,0.00,0.80,0.20,0.25,0.34,0.60,0.60,11.50,0.00,0.00,0.00,0.00,0.00,0.00,,,-6.24,-4.68
Avery Bradley,Mia,G,30.47,10.00,21.10,43.90,16.90,11.40,9.00,0.90,0.70,0.78,28.00,2.80,1.50,0.54,38.00,3.80,1.60,0.42,6.60,3.10,0.59,0.61,8.50,1.80,4.90,1.40,10.00,0.70,0.10,0.90,5.30,110.30,102.40,13.70,10.27
Avery Bradley,Hou,G,30.47,17.00,23.00,47.90,13.80,15.00,6.00,0.35,0.29,0.83,42.00,2.47,0.94,0.38,63.00,3.71,1.00,0.27,6.18,1.94,0.40,0.41,5.20,2.30,5.30,1.90,11.20,0.82,0.18,1.12,4.90,83.70,112.10,6.08,4.56
Tony Bradley,Phi,C-F,23.35,20.00,14.40,29.90,12.80,7.00,11.00,0.55,0.35,0.64,74.00,3.70,2.55,0.69,1.00,0.05,0.00,0.00,3.75,2.55,0.68,0.68,5.50,5.20,19.90,0.90,8.70,0.30,0.65,0.30,8.20,143.80,99.80,22.50,16.88
Tony Bradley,Okc,C-F,23.35,22.00,18.00,37.50,18.00,16.00,44.00,2.00,1.41,0.71,120.00,5.45,3.64,0.67,2.00,0.09,0.00,0.00,5.55,3.64,0.66,0.68,8.70,6.10,17.70,0.90,8.40,0.41,0.77,1.23,8.10,122.20,106.70,22.92,17.19
Jarrell Brantley,Uta,F,24.94,28.00,4.90,10.30,19.00,13.10,2.00,0.07,0.07,1.00,24.00,0.86,0.46,0.54,28.00,1.00,0.43,0.43,1.86,0.89,0.60,0.61,2.30,1.00,10.40,0.50,16.10,0.25,0.07,0.29,8.60,119.80,97.30,14.49,10.87
Ignas Brazdeikis,Nyk,F,22.35,4.00,1.80,3.70,18.10,34.70,2.00,0.50,0.50,1.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.53,0.50,0.50,15.30,0.30,17.30,0.00,0.00,0.25,9.40,,,-6.77,-5.08
Ignas Brazdeikis,Phi,F,22.35,1.00,7.90,16.50,16.30,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,13.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.90,-13.49,-10.12
Ignas Brazdeikis,Orl,F,22.35,8.00,29.20,60.90,17.60,11.50,12.00,1.50,1.00,0.67,52.00,6.50,3.00,0.46,27.00,3.38,1.37,0.41,9.88,4.38,0.51,0.53,11.10,5.10,9.10,2.00,10.60,0.50,0.38,1.38,6.60,103.30,108.30,13.22,9.92
Miles Bridges,Cha,F,23.16,66.00,29.30,61.00,17.30,13.60,113.00,1.71,1.48,0.87,332.00,5.03,2.98,0.59,290.00,4.39,1.76,0.40,9.42,4.74,0.60,0.63,12.70,6.00,11.10,2.20,11.40,0.67,0.79,1.61,7.50,115.50,108.20,18.34,13.75
Mikal Bridges,Pho,F,24.71,72.00,32.60,67.90,14.90,7.40,131.00,1.82,1.53,0.84,353.00,4.90,3.18,0.65,315.00,4.38,1.86,0.43,9.28,5.04,0.64,0.67,13.50,4.30,7.40,2.10,8.80,1.06,0.88,0.81,6.10,131.00,110.70,18.79,14.09
Amida Brimah,Ind,C,27.26,5.00,5.90,12.20,19.40,30.00,3.00,0.60,0.60,1.00,8.00,1.60,1.00,0.63,0.00,0.00,0.00,0.00,1.60,1.00,0.63,0.70,2.60,1.60,14.80,0.20,4.70,0.00,1.00,0.80,6.40,101.00,102.10,16.19,12.14
Oshae Brissett,Ind,F-G,22.91,21.00,24.70,51.50,15.60,5.30,65.00,3.10,2.38,0.77,73.00,3.48,1.90,0.55,78.00,3.71,1.57,0.42,7.19,3.48,0.59,0.64,10.90,5.50,12.00,0.90,4.60,0.90,0.95,0.48,6.10,129.20,109.60,20.74,15.56
Malcolm Brogdon,Ind,G,28.43,56.00,34.50,71.80,25.90,9.80,177.00,3.16,2.73,0.86,606.00,10.82,5.33,0.49,374.00,6.68,2.59,0.39,17.50,7.93,0.53,0.56,21.20,5.30,8.30,5.90,25.70,0.88,0.27,2.05,10.10,113.00,112.10,23.09,17.32
Armoni Brooks,Hou,G,22.95,20.00,26.00,54.20,17.90,10.00,12.00,0.60,0.35,0.58,35.00,1.75,0.90,0.51,157.00,7.85,3.00,0.38,9.60,3.90,0.56,0.57,11.20,3.40,7.00,1.50,8.60,0.60,0.25,1.10,5.90,105.10,113.10,13.67,10.25
Dillon Brooks,Mem,G-F,25.32,67.00,29.80,62.10,26.10,9.60,195.00,2.91,2.37,0.82,659.00,9.84,4.53,0.46,372.00,5.55,1.91,0.34,15.39,6.44,0.48,0.52,17.20,2.90,5.20,2.30,11.70,1.16,0.39,1.78,6.50,101.20,104.00,16.62,12.46
Charlie Brown Jr.,Okc,G,23.29,9.00,16.90,35.10,14.90,11.20,10.00,1.11,1.00,0.90,22.00,2.44,0.89,0.36,21.00,2.33,0.56,0.24,4.78,1.45,0.36,0.42,4.40,1.90,5.80,1.00,8.20,0.44,0.22,0.67,4.80,88.40,105.50,6.31,4.73
Troy Brown Jr.,Was,G-F,21.80,21.00,13.70,28.50,16.10,14.30,15.00,0.71,0.48,0.67,43.00,2.05,0.91,0.44,46.00,2.19,0.67,0.30,4.24,1.57,0.45,0.47,4.30,2.90,11.30,0.90,8.50,0.14,0.19,0.76,6.50,92.50,106.10,8.68,6.51
Troy Brown Jr.,Chi,G-F,21.80,13.00,18.20,37.90,11.50,8.00,6.00,0.46,0.38,0.83,31.00,2.38,1.61,0.68,24.00,1.85,0.61,0.33,4.23,2.23,0.60,0.62,5.50,3.40,10.30,0.80,5.60,0.54,0.15,0.38,5.40,122.10,106.60,13.52,10.14
Bruce Brown,Bro,G-F,24.75,65.00,22.30,46.50,15.90,10.20,117.00,1.80,1.32,0.74,364.00,5.60,3.35,0.60,59.00,0.91,0.26,0.29,6.51,3.62,0.58,0.60,8.80,5.40,13.30,1.60,9.80,0.86,0.43,0.83,7.60,123.90,105.00,19.05,14.28
Jaylen Brown,Bos,G-F,24.56,58.00,34.50,71.80,29.70,11.50,250.00,4.31,3.29,0.76,701.00,12.09,6.47,0.54,410.00,7.07,2.81,0.40,19.16,9.28,0.56,0.59,24.70,6.00,9.70,3.40,16.50,1.24,0.55,2.72,9.20,111.60,107.30,24.65,18.49
Moses Brown,Okc,C,21.59,43.00,21.40,44.60,17.00,11.70,126.00,2.93,1.81,0.62,269.00,6.26,3.40,0.54,0.00,0.00,0.00,0.00,6.26,3.40,0.54,0.57,8.60,8.90,21.70,0.20,1.70,0.72,1.12,1.00,4.60,116.60,103.50,20.77,15.57
Sterling Brown,Hou,G-F,26.26,51.00,24.10,50.20,13.50,10.50,31.00,0.61,0.49,0.81,119.00,2.33,1.16,0.50,215.00,4.22,1.78,0.42,6.55,2.94,0.59,0.60,8.20,4.40,9.70,1.40,8.40,0.75,0.24,0.80,6.10,114.10,110.10,14.29,10.72
